Keychains,,Keys,,,
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','', NOW(), uuid_nil())",145b3643-5237-4c80-beac-6ed5c865f0db,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('145b3643-5237-4c80-beac-6ed5c865f0db','','','','','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Open list of best practices for Istio', NOW(), uuid_nil())",2af886a2-c2a2-44e9-ba62-ba256c7634b0,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('2af886a2-c2a2-44e9-ba62-ba256c7634b0','','Configuration Management','Best Practices Analyzer','Open list of best practices for Istio','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Proprietary list of best practices for Istio', NOW(), uuid_nil())",46f00b76-06ae-4b5c-9df5-3311e9fc4823,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('46f00b76-06ae-4b5c-9df5-3311e9fc4823','','Configuration Management','Best Practices Analyzer','Proprietary list of best practices for Istio','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','VirtualService', NOW(), uuid_nil())",9a84a5d0-0a16-11ee-be56-0242ac120002,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('9a84a5d0-0a16-11ee-be56-0242ac120002','','Configuration Management','Pattern Support: Istio','VirtualService','', NOW(), uuid_nil())",,TRUE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','DestinationRule', NOW(), uuid_nil())",12c5dbca-cdb4-4554-8a71-8c67c118071d,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('12c5dbca-cdb4-4554-8a71-8c67c118071d','','Configuration Management','Pattern Support: Istio','DestinationRule','', NOW(), uuid_nil())",,TRUE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','mTLS (PeerAuthentication)', NOW(), uuid_nil())",2e66a6b3-7ed5-4010-b1d2-f4d7035f0991,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('2e66a6b3-7ed5-4010-b1d2-f4d7035f0991','','Configuration Management','Pattern Support: Istio','mTLS (PeerAuthentication)','', NOW(), uuid_nil())",,TRUE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Automatic Sidecar Injection on a Namespace', NOW(), uuid_nil())",21bd0f2b-0ab6-4aac-a1aa-e4a02eb66b3c,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('21bd0f2b-0ab6-4aac-a1aa-e4a02eb66b3c','','Configuration Management','Pattern Support: Istio','Automatic Sidecar Injection on a Namespace','', NOW(), uuid_nil())",,TRUE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Sidecars', NOW(), uuid_nil())",34b68c99-8ef9-4542-8c34-bf7587bfa1b0,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('34b68c99-8ef9-4542-8c34-bf7587bfa1b0','','Configuration Management','Pattern Support: Istio','Sidecars','', NOW(), uuid_nil())",,TRUE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','AuthorizationPolicy', NOW(), uuid_nil())",d2eef103-0a0d-471f-b262-46af4f620826,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('d2eef103-0a0d-471f-b262-46af4f620826','','Configuration Management','Pattern Support: Istio','AuthorizationPolicy','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','EnvoyFilters', NOW(), uuid_nil())",c4b1a799-0ab0-4262-b832-9a3d53cfd185,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('c4b1a799-0ab0-4262-b832-9a3d53cfd185','','Configuration Management','Pattern Support: Istio','EnvoyFilters','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','PeerAuthentication', NOW(), uuid_nil())",b8a9ad4b-1ee2-4460-a8c8-2d55fe47bbfd,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('b8a9ad4b-1ee2-4460-a8c8-2d55fe47bbfd','','Configuration Management','Pattern Support: Istio','PeerAuthentication','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Istio Operator', NOW(), uuid_nil())",2209d9a6-c93b-4db1-894e-fdaacfcfc2d8,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('2209d9a6-c93b-4db1-894e-fdaacfcfc2d8','','Configuration Management','Pattern Support: Istio','Istio Operator','Provision', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','', NOW(), uuid_nil())",ffaeee74-7e15-4a98-81d2-75072555bd81,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('ffaeee74-7e15-4a98-81d2-75072555bd81','','Configuration Management','Pattern Support: Istio','','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Ingress Gateway (Gateways)', NOW(), uuid_nil())",00b3c489-b923-40e4-aba7-8742aed3c63c,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('00b3c489-b923-40e4-aba7-8742aed3c63c','','Configuration Management','Pattern Support: Istio','Ingress Gateway (Gateways)','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Egress Gateway (Gateways)', NOW(), uuid_nil())",3c22fb24-e768-4000-a6f4-1bf1b9a1aa83,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('3c22fb24-e768-4000-a6f4-1bf1b9a1aa83','','Configuration Management','Pattern Support: Istio','Egress Gateway (Gateways)','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Add-on: Prometheus', NOW(), uuid_nil())",a4d06ed9-958d-4a04-8d56-6658ebb9529e,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('a4d06ed9-958d-4a04-8d56-6658ebb9529e','','Configuration Management','Pattern Support: Istio','Add-on: Prometheus','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Add-on: Kiali', NOW(), uuid_nil())",bcbc9ee9-cde6-4671-9317-bedd655dde83,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('bcbc9ee9-cde6-4671-9317-bedd655dde83','','Configuration Management','Pattern Support: Istio','Add-on: Kiali','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Add-on: Grafana', NOW(), uuid_nil())",d64b7b6b-5931-4b61-85a1-664d62da8ffe,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('d64b7b6b-5931-4b61-85a1-664d62da8ffe','','Configuration Management','Pattern Support: Istio','Add-on: Grafana','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Add-on: Zipkin', NOW(), uuid_nil())",e1d939c7-de43-4d85-8ad4-eaada093467d,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('e1d939c7-de43-4d85-8ad4-eaada093467d','','Configuration Management','Pattern Support: Istio','Add-on: Zipkin','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Add-on: Jaeger', NOW(), uuid_nil())",0054fc37-636d-46d4-b5b9-b0f8c20b777c,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('0054fc37-636d-46d4-b5b9-b0f8c20b777c','','Configuration Management','Pattern Support: Istio','Add-on: Jaeger','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Custom Configuration', NOW(), uuid_nil())",2e32a426-c5a4-4ae3-83f1-1bd53b3adbe4,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('2e32a426-c5a4-4ae3-83f1-1bd53b3adbe4','','Configuration Management','Pattern Support: Istio','Custom Configuration','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Ingress', NOW(), uuid_nil())",08872df8-e557-4cf2-85ce-1699a5ef5a65,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('08872df8-e557-4cf2-85ce-1699a5ef5a65','','Configuration Management','Pattern Support: Kubernetes','Ingress','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Canary Rollout', NOW(), uuid_nil())",7258df9f-72d1-4491-9f06-a1e5fccbf3a4,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('7258df9f-72d1-4491-9f06-a1e5fccbf3a4','','Configuration Management','Multi-Mesh','Canary Rollout','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','', NOW(), uuid_nil())",,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('','','','','','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','', NOW(), uuid_nil())",28073587-c661-41f8-b398-dcb48f5859e7,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('28073587-c661-41f8-b398-dcb48f5859e7','','Workflow Management','Alert Integration','','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','', NOW(), uuid_nil())",773739f2-33f4-4a72-b2b2-3c46119e2dca,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('773739f2-33f4-4a72-b2b2-3c46119e2dca','','Workflow Management','Auto-scaling','','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Single and multiple approvers', NOW(), uuid_nil())",8b8b8eb2-00d5-4501-8c94-529f1b0b0f27,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('8b8b8eb2-00d5-4501-8c94-529f1b0b0f27','','Workflow Management','Change Management','Single and multiple approvers','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','', NOW(), uuid_nil())",df641df8-f08c-4782-8c58-668b1864bd37,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('df641df8-f08c-4782-8c58-668b1864bd37','','Workflow Management','Change Management','','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','', NOW(), uuid_nil())",3c5a5011-fa68-4a3d-bc52-a9f209e95b82,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('3c5a5011-fa68-4a3d-bc52-a9f209e95b82','','','','','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','', NOW(), uuid_nil())",402cd83d-49af-4b1e-bd07-4397834de949,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('402cd83d-49af-4b1e-bd07-4397834de949','','Business Performance','Configurable, General Purpose Filter','','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Shopping cart-based; real-time discount', NOW(), uuid_nil())",b1e81301-0726-4d62-a920-c10ee5d563b0,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('b1e81301-0726-4d62-a920-c10ee5d563b0','','Business Performance','In-Product Insight','Shopping cart-based; real-time discount','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Subscription plan management. Transformation of workflow pricing model.', NOW(), uuid_nil())",15d6ae21-7618-4511-afb8-044b7cd8249d,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('15d6ae21-7618-4511-afb8-044b7cd8249d','','Business Performance','Serverless Pricing','Subscription plan management. Transformation of workflow pricing model.','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','', NOW(), uuid_nil())",93d1acb0-95c4-4ec7-8213-e84547c5caa2,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('93d1acb0-95c4-4ec7-8213-e84547c5caa2','','Business Performance','Auto Tuning','','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','', NOW(), uuid_nil())",b5f33a28-e9ba-4e8b-8688-8bf0c75af442,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('b5f33a28-e9ba-4e8b-8688-8bf0c75af442','','Business Performance','Load / performance based','','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','', NOW(), uuid_nil())",efa1647e-3519-43f5-9de5-cbb0690256cc,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('efa1647e-3519-43f5-9de5-cbb0690256cc','','Business Performance','COGS vs SLO-based','','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','', NOW(), uuid_nil())",6580014a-6a3f-4fff-a1d5-3871cb1ee8aa,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('6580014a-6a3f-4fff-a1d5-3871cb1ee8aa','','','','','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','', NOW(), uuid_nil())",cd3a3b81-a0ac-4c36-a41c-2347b88573f9,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('cd3a3b81-a0ac-4c36-a41c-2347b88573f9','','Digital Experience Management','User Analytics','','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','', NOW(), uuid_nil())",8c4fca53-f3bd-4607-ab1f-e7a237b9be1a,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('8c4fca53-f3bd-4607-ab1f-e7a237b9be1a','','Digital Experience Management','Integration with Google Analytics','','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','FullStory-like capabilities', NOW(), uuid_nil())",08f20461-d2a7-44e4-91bb-e26d06cd4797,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('08f20461-d2a7-44e4-91bb-e26d06cd4797','','Digital Experience Management','','FullStory-like capabilities','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Like Pendo; telling users what they are missing; how to use the product.', NOW(), uuid_nil())",41239cec-2e8b-48d8-959b-f595f9bcf3ab,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('41239cec-2e8b-48d8-959b-f595f9bcf3ab','','Digital Experience Management','In-product insight','Like Pendo; telling users what they are missing; how to use the product.','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Simple', NOW(), uuid_nil())",fd9752ed-ce05-41b7-953c-e841e2697ae9,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('fd9752ed-ce05-41b7-953c-e841e2697ae9','','Digital Experience Management','Synthetics','Simple','', NOW(), uuid_nil())",,FALSE
